north,north_west,north_east,south,west,east,west_north_front,east_north_front,west_north,east_north,south_west,south_east,action,lap
100,51,63,100,32,39,84,100,36,44,53,64,accelerate,1
100,51,63,100,32,39,84,100,36,44,53,64,accelerate,1
100,51,63,100,32,39,84,100,36,44,53,64,accelerate,1
100,49,66,100,30,40,83,100,35,45,52,65,accelerate,1
100,51,65,100,32,39,86,100,36,44,53,65,accelerate,1
100,51,65,100,32,39,86,100,36,44,53,65,accelerate,1
100,49,65,100,30,40,82,100,35,45,52,66,accelerate,1
100,49,65,100,30,39,84,100,35,46,52,66,accelerate,1
100,51,63,100,32,39,86,100,36,45,53,63,accelerate,1
100,49,65,100,30,39,84,100,35,46,52,65,accelerate,1
100,49,65,100,30,39,84,100,35,45,52,65,accelerate,1
100,49,65,100,30,39,83,100,35,45,52,65,accelerate,1
100,55,60,100,31,38,97,95,37,44,49,70,accelerate+rotRight,1
100,61,56,100,31,39,100,82,39,43,46,76,accelerate+rotRight,1
100,67,53,100,32,39,100,75,40,40,43,85,accelerate+rotRight,1
100,69,52,100,32,38,100,74,41,40,44,85,accelerate,1
100,69,52,100,32,38,100,75,41,40,44,83,accelerate,1
100,59,57,100,31,39,100,87,38,42,47,76,accelerate+rotLeft,1
100,56,59,100,32,38,100,93,38,42,51,67,accelerate+rotLeft,1
100,51,63,100,32,38,82,100,36,45,55,61,accelerate+rotLeft,1
100,51,63,100,32,38,82,100,36,45,55,61,accelerate,1
100,51,63,100,32,38,82,100,36,44,55,61,accelerate,1
100,51,63,100,32,38,83,100,36,44,55,61,accelerate,1
100,51,63,100,32,38,82,100,36,44,55,61,accelerate,1
100,51,63,100,32,38,82,100,36,44,55,62,accelerate,1
100,50,66,100,31,39,80,100,35,45,53,63,accelerate,1
100,50,65,100,31,39,80,100,35,45,53,62,accelerate,1
100,51,63,100,32,38,82,100,36,45,55,61,accelerate,1
100,50,65,100,31,38,80,100,35,45,54,62,accelerate,1
100,51,63,100,32,38,83,100,36,44,54,61,accelerate,1
100,50,65,100,31,38,81,100,35,45,53,62,accelerate,1
100,51,63,100,31,38,82,100,36,44,54,62,accelerate,1
100,49,65,100,31,39,80,100,35,45,53,62,accelerate,1
100,52,62,100,31,39,92,100,35,43,50,68,accelerate+rotRight,1
100,59,56,100,31,39,100,84,38,41,47,73,accelerate+rotRight,1
100,59,56,100,31,38,100,84,38,42,47,73,accelerate,1
100,60,56,100,32,37,100,82,39,41,48,73,accelerate,1
100,53,60,100,31,37,92,100,36,42,51,66,accelerate+rotLeft,1
100,50,63,100,31,38,82,100,36,45,54,61,accelerate+rotLeft,1
100,52,62,100,32,37,86,100,36,44,55,60,accelerate,1
100,51,62,100,32,37,83,100,36,43,55,60,accelerate,1
100,51,62,100,32,37,82,100,36,43,55,61,accelerate,1
100,51,63,100,32,38,82,100,36,43,55,60,accelerate,1
100,51,62,100,32,37,82,100,36,44,55,60,accelerate,1
100,51,62,100,32,37,84,100,36,43,54,60,accelerate,1
100,50,63,100,31,38,81,100,35,44,53,62,accelerate,1
100,56,59,100,30,38,93,100,37,42,49,67,accelerate+rotRight,1
100,59,56,100,31,38,99,100,38,41,46,73,accelerate+rotRight,1
100,69,51,100,32,37,100,76,43,38,45,79,accelerate+rotRight,1
100,63,53,100,32,36,100,100,41,39,47,72,accelerate+rotLeft,1
100,58,58,100,32,36,90,100,38,41,51,65,accelerate+rotLeft,1
100,53,62,100,32,37,82,100,38,42,54,60,accelerate+rotLeft,1
100,53,63,100,32,36,81,100,37,42,54,60,accelerate,1
100,52,66,100,33,36,80,100,37,42,54,60,accelerate,1
100,53,65,100,33,36,78,100,38,41,55,60,accelerate,1
100,52,75,100,32,37,76,100,38,42,54,60,accelerate,1
100,53,100,100,32,36,74,100,37,42,54,60,accelerate,1
100,53,100,100,33,36,74,100,38,42,55,59,accelerate,1
100,52,100,100,32,36,72,100,37,42,54,61,accelerate,1
100,54,100,100,33,36,70,100,38,42,55,59,accelerate,1
98,52,100,100,32,36,66,100,36,44,53,60,accelerate,1
94,49,100,100,32,36,64,100,36,45,54,61,accelerate,1
91,49,100,100,33,36,62,100,38,45,54,59,accelerate,1
87,47,100,100,32,37,60,100,36,46,53,60,accelerate,1
87,47,100,100,31,37,60,100,37,45,50,65,accelerate+rotRight,1
89,49,100,100,32,37,61,100,39,45,48,69,accelerate+rotRight,1
93,49,100,100,33,37,62,100,39,45,46,77,accelerate+rotRight,1
89,48,100,100,34,37,60,100,39,46,47,75,accelerate,1
86,47,100,100,35,37,57,100,38,50,48,73,accelerate,1
82,45,100,100,35,37,56,100,38,54,50,73,accelerate,1
77,43,100,100,34,37,53,100,36,61,50,70,accelerate,1
74,40,100,100,34,37,50,100,35,66,51,70,accelerate,1
78,42,100,100,33,38,52,100,35,62,48,78,accelerate+rotRight,1
81,40,100,100,33,39,51,100,35,60,47,84,accelerate+rotRight,1
91,42,100,100,32,38,53,100,35,56,47,100,accelerate+rotRight,1
98,42,100,100,32,39,53,100,34,56,47,100,accelerate+rotRight,1
100,42,100,96,31,38,55,100,33,54,47,100,accelerate+rotRight,1
100,42,100,91,31,39,57,100,34,53,46,100,accelerate+rotRight,1
100,44,88,85,31,39,62,100,34,51,45,100,accelerate+rotRight,1
100,46,79,82,31,39,67,100,35,49,45,100,accelerate+rotRight,1
100,48,72,82,32,39,75,100,36,47,44,100,accelerate+rotRight,1
100,50,69,78,32,40,81,100,36,46,42,100,accelerate+rotRight,1
100,50,69,82,32,40,81,100,36,46,44,100,accelerate,1
100,50,69,85,32,40,81,100,36,46,46,100,accelerate,1
100,55,63,85,32,40,98,100,37,45,44,100,accelerate+rotRight,1
100,63,56,83,33,39,100,85,40,42,44,100,accelerate+rotRight,1
100,69,53,84,33,39,100,78,42,41,42,100,accelerate+rotRight,1
100,71,52,88,34,38,100,76,43,40,45,100,accelerate,1
100,71,52,90,34,38,100,76,43,40,45,100,accelerate,1
100,73,51,95,35,37,100,73,44,39,46,100,accelerate,1
100,75,49,99,36,36,100,71,45,38,49,100,accelerate,1
100,75,49,100,36,36,100,71,45,38,49,100,accelerate,1
100,78,48,100,37,35,100,69,47,37,51,100,accelerate,1
100,78,48,100,37,35,100,69,47,37,51,100,accelerate,1
100,71,50,100,38,34,100,77,46,37,56,63,accelerate+rotLeft,1
100,65,53,100,38,34,100,87,44,38,59,58,accelerate+rotLeft,1
100,65,53,100,38,34,100,87,44,38,59,58,accelerate,1
100,65,53,100,38,34,100,87,44,38,59,58,accelerate,1
100,65,53,100,38,34,100,87,44,38,59,58,accelerate,1
100,67,51,100,39,33,100,84,45,37,61,56,accelerate,1
100,67,51,100,39,33,100,84,45,37,61,56,accelerate,1
100,67,51,100,39,33,100,84,45,37,61,56,accelerate,1
100,67,51,100,39,33,100,84,45,37,61,56,accelerate,1
100,61,56,100,39,33,100,100,43,38,67,51,accelerate+rotLeft,1
100,56,63,100,38,34,86,100,41,41,71,50,accelerate+rotLeft,1
100,56,63,100,38,34,86,100,41,41,71,50,accelerate,1
100,56,63,100,38,34,86,100,41,41,71,50,accelerate,1
100,54,65,100,37,35,84,100,40,42,69,51,accelerate,1
100,54,65,100,37,35,84,100,40,42,69,51,accelerate,1
100,59,59,100,37,35,98,100,42,40,62,56,accelerate+rotRight,1
100,63,55,100,37,35,100,89,43,39,58,60,accelerate+rotRight,1
100,69,51,100,37,35,100,79,44,38,54,65,accelerate+rotRight,1
100,71,50,100,38,34,100,77,46,37,56,63,accelerate,1
100,71,50,100,38,34,100,77,46,37,56,63,accelerate,1
100,72,48,100,39,33,100,75,47,36,57,61,accelerate,1
100,67,51,100,39,33,100,84,45,37,61,56,accelerate+rotLeft,1
100,62,55,100,39,33,100,96,44,38,65,53,accelerate+rotLeft,1
100,57,61,100,38,34,90,100,42,40,69,51,accelerate+rotLeft,1
100,57,61,100,38,34,90,100,42,40,69,51,accelerate,1
100,57,61,100,38,34,90,100,42,40,69,51,accelerate,1
100,56,63,100,37,35,87,100,40,41,67,52,accelerate,1
100,56,63,100,37,35,87,100,40,41,67,52,accelerate,1
100,56,63,100,37,35,87,100,40,41,67,52,accelerate,1
100,61,57,100,37,34,100,97,42,40,61,57,accelerate+rotRight,1
100,67,52,100,37,35,100,82,44,38,56,63,accelerate+rotRight,1
100,75,48,100,38,34,100,72,47,36,54,67,accelerate+rotRight,1
100,75,48,100,38,34,100,72,47,36,54,67,accelerate,1
100,67,52,100,38,34,100,83,44,37,58,60,accelerate+rotLeft,1
100,61,57,100,38,34,100,99,43,39,64,54,accelerate+rotLeft,1
100,57,61,100,38,34,90,100,42,40,69,51,accelerate+rotLeft,1
100,52,71,100,37,35,76,100,39,43,75,49,accelerate+rotLeft,1
100,52,71,100,37,35,76,100,39,43,75,49,accelerate,1
100,50,73,100,36,36,74,100,38,45,73,50,accelerate,1
100,50,73,100,36,36,74,100,38,45,73,50,accelerate,1
100,49,75,100,35,37,72,100,37,46,71,52,accelerate,1
100,49,75,100,35,37,72,100,37,46,71,52,accelerate,1
100,50,71,100,34,38,77,100,37,46,63,56,accelerate+rotRight,1
100,54,64,100,34,38,90,100,38,44,57,61,accelerate+rotRight,1
100,58,59,100,34,38,100,97,39,42,53,65,accelerate+rotRight,1
100,60,58,100,35,37,100,94,40,41,55,63,accelerate,1
100,60,58,100,35,37,100,94,40,41,55,63,accelerate,1
100,60,58,100,35,37,100,100,40,41,55,63,accelerate,1
100,60,58,100,35,37,100,100,40,41,55,63,accelerate,1
100,60,58,100,35,37,100,100,40,41,55,63,accelerate,1
100,55,63,100,35,37,87,100,39,43,60,58,accelerate+rotLeft,1
100,50,71,100,35,37,77,100,38,45,67,53,accelerate+rotLeft,1
100,49,73,100,34,38,74,100,37,46,65,55,accelerate,1
100,49,75,100,34,38,74,100,37,46,65,55,accelerate,1
100,48,100,100,33,39,71,100,35,47,63,56,accelerate,1
100,48,100,100,33,39,70,100,35,47,63,56,accelerate,1
100,48,100,100,33,39,70,100,35,47,63,56,accelerate,1
100,49,100,100,32,40,71,100,35,47,56,61,accelerate+rotRight,1
100,53,100,100,32,40,75,100,37,45,51,67,accelerate+rotRight,1
100,53,100,100,32,40,73,100,37,45,51,67,accelerate,1
100,53,100,100,33,39,72,100,38,44,53,65,accelerate,1
98,53,100,100,33,39,69,100,38,44,53,65,accelerate,1
94,52,100,100,33,39,68,100,38,44,53,65,accelerate,1
90,50,100,100,33,39,66,100,38,44,53,65,accelerate,1
86,49,100,100,33,39,63,100,38,45,53,65,accelerate,1
85,49,100,100,33,39,63,100,38,45,49,71,accelerate+rotRight,1
85,51,100,100,34,38,65,100,40,42,47,77,accelerate+rotRight,1
84,52,100,100,34,38,64,100,40,43,45,85,accelerate+rotRight,1
85,52,100,100,35,38,63,100,41,42,44,93,accelerate+rotRight,1
85,52,100,100,36,37,65,100,41,40,44,100,accelerate+rotRight,1
86,54,100,100,37,36,65,100,44,40,45,100,accelerate+rotRight,1
84,53,100,98,37,35,65,100,43,40,44,100,accelerate+rotRight,1
86,55,100,89,39,34,66,100,45,38,45,100,accelerate+rotRight,1
87,56,100,82,39,33,68,100,46,38,46,100,accelerate+rotRight,1
83,54,100,84,40,33,65,100,45,41,47,100,accelerate,1
79,51,100,88,39,32,60,100,43,100,49,100,accelerate,1
78,51,100,85,40,31,60,100,43,100,49,100,accelerate+rotRight,1
77,51,100,84,41,31,61,99,44,100,50,100,accelerate+rotRight,1
77,52,100,80,42,30,61,99,44,100,51,100,accelerate+rotRight,1
77,51,100,78,39,31,60,99,43,100,50,100,accelerate+rotRight,1
77,52,100,77,41,30,61,99,43,100,52,100,accelerate+rotRight,1
78,52,100,78,40,30,61,98,44,100,52,100,accelerate+rotRight,1
77,52,100,77,40,30,60,98,44,100,53,100,accelerate+rotRight,1
74,50,100,81,40,30,58,94,43,100,55,100,accelerate,1
69,48,100,85,40,31,54,89,42,100,56,100,accelerate,1
70,48,100,84,39,31,55,89,42,100,56,100,accelerate+rotRight,1
70,47,100,83,39,32,54,89,41,100,55,100,accelerate+rotRight,1
68,46,100,84,38,32,52,88,40,100,54,100,accelerate+rotRight,1
68,45,100,84,39,33,53,87,40,100,55,100,accelerate+rotRight,1
68,45,100,84,38,33,53,87,39,100,53,100,accelerate+rotRight,1
67,44,100,84,38,34,52,85,39,100,52,100,accelerate+rotRight,1
68,45,100,83,38,33,53,87,39,100,53,100,accelerate+rotRight,1
67,45,100,82,37,35,52,88,38,100,50,100,accelerate+rotRight,1
68,45,100,82,37,35,53,89,38,100,51,100,accelerate+rotRight,1
66,44,100,82,37,35,52,88,39,100,51,100,accelerate+rotRight,1
67,44,100,82,36,36,52,88,37,100,50,100,accelerate+rotRight,1
66,45,100,80,36,35,52,88,38,100,50,100,accelerate+rotRight,1
67,44,100,81,35,35,51,89,38,100,48,100,accelerate+rotRight,1
69,45,100,78,37,35,53,90,38,100,48,100,accelerate+rotRight,1
70,45,100,76,36,35,53,91,39,100,48,100,accelerate+rotRight,1
71,45,100,75,35,35,54,93,39,100,47,100,accelerate+rotRight,1
71,44,100,74,36,35,53,95,39,100,47,100,accelerate+rotRight,1
73,45,100,73,36,35,54,99,39,100,45,100,accelerate+rotRight,1
72,46,100,74,36,35,55,100,39,100,47,100,accelerate+rotRight,1
73,46,100,74,36,35,55,100,38,100,46,100,accelerate+rotRight,1
74,47,100,72,37,35,55,100,39,75,46,100,accelerate+rotRight,1
75,47,100,71,35,35,56,100,38,66,45,100,accelerate+rotRight,1
78,49,100,70,36,35,59,100,40,54,46,100,accelerate+rotRight,1
80,49,100,69,36,35,60,100,39,52,46,100,accelerate+rotRight,1
83,50,100,69,36,35,60,100,41,48,46,100,accelerate+rotRight,1
88,50,100,68,36,34,61,100,41,46,45,100,accelerate+rotRight,1
96,52,100,66,37,34,63,100,43,42,46,100,accelerate+rotRight,1
100,53,100,65,37,35,65,100,43,40,45,100,accelerate+rotRight,1
100,54,90,64,38,35,69,100,44,38,45,100,accelerate+rotRight,1
100,54,90,66,38,33,69,100,44,38,47,100,accelerate,1
100,53,94,68,38,33,67,100,44,39,47,100,accelerate,1
100,54,78,69,39,33,71,100,44,38,47,100,accelerate+rotRight,1
100,56,67,66,40,33,76,100,45,36,46,100,accelerate+rotRight,1
100,59,58,65,40,33,85,100,46,34,45,100,accelerate+rotRight,1
100,59,58,69,41,31,85,100,46,34,48,100,accelerate,1
100,58,60,71,41,31,83,100,45,36,48,100,accelerate,1
100,58,60,74,41,29,83,100,45,36,50,100,accelerate,1
100,60,57,73,41,30,89,100,45,35,50,100,accelerate+rotRight,1
100,63,52,73,42,30,99,99,46,34,50,100,accelerate+rotRight,1
100,69,47,73,41,29,100,80,48,33,49,100,accelerate+rotRight,1
100,76,43,72,42,30,100,68,50,32,49,100,accelerate+rotRight,1
100,78,42,74,43,28,100,65,51,30,51,100,accelerate,1
100,78,42,77,43,28,100,65,51,30,52,100,accelerate,1
100,78,42,80,43,28,100,65,51,30,54,100,accelerate,1
100,78,42,82,43,28,100,65,51,30,56,100,accelerate,1
100,78,42,85,43,28,100,65,51,30,57,100,accelerate,1
100,80,40,88,44,27,100,63,52,29,59,100,accelerate,1
100,80,40,91,44,27,100,63,52,29,59,100,accelerate,1
100,72,44,99,43,27,100,75,50,30,64,100,accelerate+rotLeft,1
100,66,48,100,44,27,100,92,48,32,68,46,accelerate+rotLeft,1
100,65,50,100,43,28,100,95,47,33,69,43,accelerate,1
100,65,50,100,43,28,100,95,47,33,69,42,accelerate,1
100,65,50,100,43,28,100,95,47,33,70,42,accelerate,1
100,65,50,100,43,28,100,95,47,33,72,42,accelerate,1
100,63,52,100,42,29,99,99,46,34,72,43,accelerate,1
100,63,52,100,42,29,99,99,46,34,72,43,accelerate,1
100,63,52,100,42,29,99,99,46,34,74,43,accelerate,1
100,63,52,100,42,29,99,99,46,34,74,43,accelerate,1
100,58,59,100,41,30,87,100,44,37,79,42,accelerate+rotLeft,1
100,55,65,100,41,30,79,100,43,38,85,40,accelerate+rotLeft,1
100,54,67,100,40,31,77,100,42,40,85,42,accelerate,1
100,53,69,100,39,32,75,100,41,41,85,43,accelerate,1
100,53,69,100,39,32,75,100,41,41,85,43,accelerate,1
100,51,71,100,38,33,73,100,40,42,82,44,accelerate,1
100,50,74,100,37,34,71,100,39,43,80,46,accelerate,1
100,53,65,100,37,34,81,100,40,41,71,49,accelerate+rotRight,1
100,58,58,100,37,34,94,100,41,39,63,53,accelerate+rotRight,1
100,63,53,100,37,34,100,87,43,38,58,58,accelerate+rotRight,1
100,63,53,100,37,34,100,87,43,38,58,58,accelerate,1
100,63,53,100,37,34,100,87,43,38,58,58,accelerate,1
100,63,53,100,37,34,100,87,43,38,58,58,accelerate,1
100,63,53,100,37,34,100,87,43,38,58,58,accelerate,1
100,65,51,100,38,33,100,84,44,37,59,56,accelerate,1
100,65,51,100,38,33,100,84,44,37,59,56,accelerate,1
100,65,51,100,38,33,100,84,44,37,59,56,accelerate,1
100,65,51,100,38,33,100,84,44,37,59,56,accelerate,1
100,61,55,100,38,33,100,96,43,38,64,53,accelerate+rotLeft,1
100,57,59,100,38,33,90,100,42,39,69,49,accelerate+rotLeft,1
100,56,61,100,37,34,87,100,40,40,67,51,accelerate,1
100,56,61,100,37,34,87,100,40,40,67,51,accelerate,1
100,56,61,100,37,34,87,100,40,40,67,51,accelerate,1
100,56,61,100,37,34,87,100,40,40,67,51,accelerate,1
100,58,59,100,36,35,100,99,40,40,60,56,accelerate+rotRight,1
100,63,53,100,37,34,100,87,43,38,58,58,accelerate+rotRight,1
100,69,50,100,37,34,100,77,44,37,54,63,accelerate+rotRight,1
100,75,47,100,37,34,100,70,46,36,52,69,accelerate+rotRight,1
100,77,46,100,38,33,100,67,47,35,53,67,accelerate,1
100,100,44,100,39,32,100,65,49,34,54,65,accelerate,1
100,100,44,100,39,32,100,65,49,34,54,65,accelerate,1
100,100,43,100,40,31,100,63,50,33,56,63,accelerate,1
100,100,46,100,40,31,100,70,47,34,60,56,accelerate+rotLeft,1
100,100,49,100,40,31,100,76,46,35,64,52,accelerate+rotLeft,1
100,64,54,100,40,31,100,80,44,36,70,47,accelerate+rotLeft,1
100,100,54,100,40,31,100,77,44,36,70,47,accelerate,1
100,100,55,100,39,32,100,75,43,37,69,49,accelerate,1
100,100,54,100,39,32,100,73,43,37,69,49,accelerate,1
100,100,58,100,39,32,100,76,42,39,77,45,accelerate+rotLeft,1
100,100,61,100,38,33,100,79,40,43,85,44,accelerate+rotLeft,1
100,100,63,100,38,35,100,81,38,46,97,42,accelerate+rotLeft,1
100,100,63,100,37,36,100,78,37,47,94,44,accelerate,1
96,100,61,100,36,37,100,74,36,47,92,45,accelerate,1
92,100,60,100,35,38,100,73,35,47,89,46,accelerate,1
87,100,58,100,34,39,100,70,35,46,86,48,accelerate,1
83,100,55,100,33,39,100,67,37,46,84,49,accelerate,1
85,100,56,100,32,41,100,68,35,46,98,48,accelerate+rotLeft,1
84,100,56,100,31,42,100,67,34,47,100,48,accelerate+rotLeft,1
84,100,58,99,29,43,100,68,34,48,100,49,accelerate+rotLeft,1
82,100,57,93,28,43,100,66,35,48,100,50,accelerate+rotLeft,1
81,100,57,89,28,44,99,65,36,48,100,51,accelerate+rotLeft,1
77,100,55,93,26,44,94,63,100,47,100,53,accelerate,1
77,100,55,87,26,45,94,63,100,48,100,54,accelerate+rotLeft,1
75,100,54,85,26,44,92,62,100,47,100,54,accelerate+rotLeft,1
74,100,53,83,26,44,91,61,100,47,100,56,accelerate+rotLeft,1
74,100,53,80,26,44,91,61,100,47,100,55,accelerate+rotLeft,1
72,100,52,80,27,44,90,59,100,45,100,57,accelerate+rotLeft,1
72,100,52,81,27,43,88,59,100,45,100,57,accelerate+rotLeft,1
71,100,51,80,28,43,87,58,100,45,100,58,accelerate+rotLeft,1
69,98,49,81,28,43,86,56,100,44,100,57,accelerate+rotLeft,1
69,99,50,82,28,43,85,56,100,45,100,57,accelerate+rotLeft,1
69,98,49,83,29,42,84,56,100,44,100,57,accelerate+rotLeft,1
68,98,48,84,29,42,83,56,100,43,100,57,accelerate+rotLeft,1
66,97,47,84,30,41,82,55,100,43,100,57,accelerate+rotLeft,1
66,97,46,84,31,42,80,53,100,42,100,56,accelerate+rotLeft,1
64,96,46,84,32,40,80,52,100,41,100,55,accelerate+rotLeft,1
63,95,46,84,33,40,79,52,100,40,100,55,accelerate+rotLeft,1
62,94,45,86,34,40,79,51,100,40,100,56,accelerate+rotLeft,1
60,94,44,85,36,38,78,51,100,39,100,55,accelerate+rotLeft,1
62,96,43,84,36,38,79,50,100,39,100,53,accelerate+rotLeft,1
61,98,43,83,36,37,78,50,100,39,100,52,accelerate+rotLeft,1
61,100,44,82,35,37,79,49,100,37,100,53,accelerate+rotLeft,1
60,100,43,83,38,37,78,48,100,38,100,53,accelerate+rotLeft,1
60,100,42,81,37,36,79,48,100,38,100,52,accelerate+rotLeft,1
60,100,41,80,38,36,79,48,100,37,100,50,accelerate+rotLeft,1
62,100,41,79,37,36,82,48,100,37,100,50,accelerate+rotLeft,1
61,100,41,78,38,35,84,47,100,37,100,49,accelerate+rotLeft,1
63,100,42,76,37,35,88,48,100,35,100,47,accelerate+rotLeft,1
62,100,41,75,38,35,91,48,100,36,100,48,accelerate+rotLeft,1
62,100,40,75,38,34,95,48,100,35,100,46,accelerate+rotLeft,1
63,100,41,74,37,34,100,49,100,34,100,46,accelerate+rotLeft,1
66,100,42,73,37,34,100,50,81,35,100,46,accelerate+rotLeft,1
64,100,40,74,39,33,100,47,88,34,100,47,accelerate,1
61,100,39,77,40,33,100,45,95,32,100,48,accelerate,1
64,100,40,75,39,33,100,47,80,34,100,47,accelerate+rotLeft,1
65,100,39,75,40,31,100,46,76,33,100,46,accelerate+rotLeft,1
68,100,39,74,40,32,100,46,70,34,100,46,accelerate+rotLeft,1
72,100,40,73,40,31,100,47,66,34,100,45,accelerate+rotLeft,1
80,100,40,72,39,32,100,49,61,34,100,43,accelerate+rotLeft,1
91,100,40,68,39,31,100,51,57,34,100,43,accelerate+rotLeft,1
100,100,40,68,40,31,100,52,55,33,100,43,accelerate+rotLeft,1
100,97,42,69,39,32,100,57,51,35,100,43,accelerate+rotLeft,1
100,88,43,67,39,31,100,60,50,34,100,41,accelerate+rotLeft,1
100,88,43,70,38,32,100,60,50,34,100,42,accelerate,1
100,91,42,71,39,31,100,58,51,33,100,42,accelerate,1
100,79,44,69,39,31,100,65,49,34,100,42,accelerate+rotLeft,1
100,71,48,68,39,32,100,75,46,35,100,41,accelerate+rotLeft,1
100,65,51,69,39,32,100,85,45,36,100,41,accelerate+rotLeft,1
100,60,56,66,39,32,96,100,43,37,100,41,accelerate+rotLeft,1
100,60,56,68,39,32,96,100,43,37,100,41,accelerate,1
100,60,56,70,39,32,96,100,43,37,100,42,accelerate,1
100,54,65,69,38,33,80,100,41,40,100,42,accelerate+rotLeft,1
100,51,71,69,38,33,73,100,40,42,100,42,accelerate+rotLeft,1
100,49,80,67,38,33,67,100,39,44,100,41,accelerate+rotLeft,1
100,48,82,69,37,34,66,100,38,45,100,42,accelerate,1
100,48,82,71,37,34,66,100,38,45,100,42,accelerate,1
100,46,85,74,36,35,64,100,37,47,100,44,accelerate,1
100,45,87,76,35,36,62,100,36,48,100,46,accelerate,1
100,48,75,84,35,36,69,100,37,45,100,48,accelerate+rotRight,1
100,51,67,91,35,36,79,100,38,43,100,51,accelerate+rotRight,1
100,51,67,92,35,36,79,100,38,43,100,51,accelerate,1
100,50,69,96,34,37,77,100,37,44,100,54,accelerate,1
100,50,69,99,34,37,77,100,37,44,100,54,accelerate,1
100,50,69,100,34,37,77,100,37,44,100,54,accelerate,1
100,50,69,100,34,37,77,100,37,44,100,54,accelerate,1
100,48,71,100,33,38,75,100,36,46,100,56,accelerate,1
100,48,71,100,33,38,75,100,36,46,69,56,accelerate,1
100,51,65,100,33,38,84,100,37,44,56,59,accelerate+rotRight,1
100,55,61,100,33,38,96,100,38,43,53,64,accelerate+rotRight,1
100,59,57,100,33,38,100,90,39,42,49,69,accelerate+rotRight,1
100,59,57,100,33,38,100,90,39,42,49,69,accelerate,1
100,61,56,100,34,37,100,87,40,40,51,67,accelerate,1
100,61,56,100,34,37,100,87,40,40,51,67,accelerate,1
100,61,56,100,34,37,100,87,40,40,51,67,accelerate,1
100,61,56,100,34,37,100,87,40,40,51,67,accelerate,1
100,57,59,100,34,37,99,98,39,42,54,62,accelerate+rotLeft,1
100,53,63,100,34,37,87,100,38,43,58,58,accelerate+rotLeft,1
100,49,71,100,34,37,74,100,37,45,65,53,accelerate+rotLeft,1
100,49,71,100,34,37,74,100,37,45,65,53,accelerate,1
100,48,73,100,33,38,72,100,35,46,63,55,accelerate,1
100,48,73,100,33,38,72,100,35,46,63,55,accelerate,1
100,46,75,100,32,39,70,100,34,47,61,56,accelerate,1
100,49,69,100,32,39,78,100,35,46,56,60,accelerate+rotRight,1
100,52,64,100,32,38,89,100,36,44,52,64,accelerate+rotRight,1
100,59,57,100,33,38,100,90,39,42,49,69,accelerate+rotRight,1
100,65,54,100,33,38,100,80,40,41,47,75,accelerate+rotRight,1
100,65,54,100,33,38,100,80,40,41,47,75,accelerate,1
100,67,52,100,34,37,100,78,42,40,48,73,accelerate,1
100,67,52,100,34,37,100,78,42,40,48,73,accelerate,1
100,69,51,100,35,36,100,76,43,38,50,71,accelerate,1
100,63,54,100,35,36,100,85,41,39,52,65,accelerate+rotLeft,1
100,59,58,100,35,36,100,96,40,40,56,60,accelerate+rotLeft,1
100,54,63,100,35,36,86,100,39,42,62,55,accelerate+rotLeft,1
100,50,69,100,35,36,77,100,38,44,67,52,accelerate+rotLeft,1
100,49,71,100,34,37,74,100,37,45,65,53,accelerate,1
100,49,71,100,34,37,74,100,37,45,65,53,accelerate,1
100,48,73,100,33,38,72,100,35,46,63,55,accelerate,1
100,48,73,100,33,38,72,100,35,46,63,55,accelerate,1
100,46,75,100,32,39,70,100,34,47,61,56,accelerate,1
100,50,67,100,32,39,80,100,36,45,55,61,accelerate+rotRight,1
100,55,61,100,32,39,88,100,37,43,50,67,accelerate+rotRight,1
100,63,55,100,33,38,96,100,40,41,48,73,accelerate+rotRight,1
100,63,55,100,33,38,93,100,40,41,48,73,accelerate,1
100,65,53,100,34,37,92,100,41,40,49,71,accelerate,1
100,63,53,100,34,37,88,100,41,40,49,71,accelerate,1
100,65,52,100,35,36,87,100,42,39,50,69,accelerate,1
100,63,52,100,35,36,84,100,42,39,50,69,accelerate,1
100,61,58,100,35,36,81,100,42,39,50,69,accelerate,1
100,61,100,100,36,35,80,100,44,38,52,67,accelerate,1
100,59,100,100,36,35,77,100,44,38,52,67,accelerate,1
100,62,100,100,37,34,79,100,46,36,50,74,accelerate+rotRight,1
100,64,100,100,38,33,79,100,48,34,49,80,accelerate+rotRight,1
100,63,100,100,39,32,78,100,48,33,50,77,accelerate,1
97,62,100,100,41,31,75,100,48,32,52,75,accelerate,1
92,60,100,100,41,31,71,100,47,33,52,75,accelerate,1
88,57,100,100,42,30,69,100,48,34,53,72,accelerate,1
84,55,100,100,42,29,67,100,47,36,54,70,accelerate,1
80,54,100,100,42,28,63,99,46,45,55,67,accelerate,1
75,52,100,100,42,28,60,94,45,100,57,65,accelerate,1
71,50,100,100,42,29,57,89,43,100,58,62,accelerate,1
72,48,100,100,42,30,57,89,43,100,56,71,accelerate+rotRight,1
70,49,100,100,41,30,57,89,42,100,55,80,accelerate+rotRight,1
68,47,100,100,41,31,55,87,42,100,56,88,accelerate+rotRight,1
68,47,100,100,41,31,55,89,42,100,56,100,accelerate+rotRight,1
67,47,100,100,40,32,54,92,41,100,56,100,accelerate+rotRight,1
66,47,100,95,40,32,54,96,40,100,55,100,accelerate+rotRight,1
